country,date,total vaccinated,1st dose,2nd dose
Russia,02-03-2021,5249831,4158334,1091497
Russia,03-03-2021,5489342,4287423,1201919
Russia,04-03-2021,0,0,0
Russia,05-03-2021,0,0,0
Russia,06-03-2021,6583873,5082127,1501746
Russia,07-03-2021,6655487,5128138,1527349
Russia,08-03-2021,0,0,0
Russia,09-03-2021,0,0,0
Russia,10-03-2021,7048129,5272651,1775478
Russia,11-03-2021,7273933,5366009,1907924
Russia,12-03-2021,0,0,0
Russia,13-03-2021,0,0,0
Russia,14-03-2021,0,0,0
Russia,15-03-2021,0,0,0
Russia,16-03-2021,0,0,0
Russia,17-03-2021,7818009,5379359,2438650
Russia,18-03-2021,7909438,5431048,2478390
Russia,19-03-2021,0,0,0
Russia,20-03-2021,8306498,5595893,2710605
Russia,21-03-2021,8362575,5611139,2751436
Russia,22-03-2021,0,0,0
Russia,23-03-2021,0,0,0
Russia,24-03-2021,0,0,0
Russia,25-03-2021,0,0,0
Russia,26-03-2021,0,0,0
Russia,27-03-2021,0,0,0
Russia,28-03-2021,0,0,0
Russia,29-03-2021,11124350,6846664,4277686
Russia,30-03-2021,11183108,6886259,4296849
Russia,31-03-2021,0,0,0
Russia,01-04-2021,0,0,0
Russia,02-04-2021,11779295,7247479,4531816
Russia,03-04-2021,12038859,7445035,4593824
Russia,04-04-2021,0,0,0
Russia,05-04-2021,12215342,7576640,4638702
Russia,06-04-2021,12474954,7753876,4721078
Russia,07-04-2021,0,0,0
Russia,08-04-2021,0,0,0
Russia,09-04-2021,0,0,0
Russia,10-04-2021,13977397,8575951,5401446
Russia,11-04-2021,14108341,8692848,5415493
Russia,12-04-2021,0,0,0
Russia,13-04-2021,14583881,9037705,5546176
Russia,14-04-2021,14967802,9343939,5623863
Russia,15-04-2021,0,0,0
Russia,16-04-2021,0,0,0
Russia,17-04-2021,0,0,0
Russia,18-04-2021,16167151,10019885,6147266
Russia,19-04-2021,0,0,0
Russia,20-04-2021,0,0,0
Russia,21-04-2021,16821267,10520393,6300874
Russia,22-04-2021,17218313,10787419,6430894
Russia,23-04-2021,0,0,0
Russia,24-04-2021,0,0,0
Russia,25-04-2021,18152707,11362893,6789814
Russia,26-04-2021,18315316,11445394,6869922
Russia,27-04-2021,0,0,0
Russia,28-04-2021,0,0,0
Russia,29-04-2021,0,0,0
Russia,30-04-2021,19834392,12299770,7534622
Russia,01-05-2021,19934399,12377978,7556421
Russia,02-05-2021,20070743,12431003,7639740
Russia,03-05-2021,20110554,12449156,7661398
Russia,04-05-2021,0,0,0
Russia,05-05-2021,0,0,0
Russia,06-05-2021,0,0,0
Russia,07-05-2021,21296747,12940465,8356282
Russia,08-05-2021,21597074,13056228,8540846
Russia,09-05-2021,0,0,0
Russia,10-05-2021,21786131,13165465,8620666
Russia,11-05-2021,21844382,13205698,8638684
Russia,12-05-2021,22575945,13566658,9009287
Russia,13-05-2021,0,0,0
Russia,14-05-2021,0,0,0
Russia,15-05-2021,0,0,0
Russia,16-05-2021,0,0,0
Russia,17-05-2021,24087535,14361832,9725703
Russia,18-05-2021,24519227,14592957,9926270
Russia,19-05-2021,0,0,0
Russia,20-05-2021,0,0,0
Russia,21-05-2021,25468057,15031015,10437042
Russia,22-05-2021,0,0,0
Russia,23-05-2021,0,0,0
Russia,24-05-2021,0,0,0
Russia,25-05-2021,0,0,0
Russia,26-05-2021,27611859,16159658,11452201
Russia,27-05-2021,27739956,16225813,11514143
Russia,28-05-2021,28112894,16331436,11781458
Russia,29-05-2021,28365082,16470154,11894928
Russia,30-05-2021,0,0,0
Russia,31-05-2021,0,0,0
Russia,01-06-2021,0,0,0
Russia,02-06-2021,29792970,16995885,12797085
Russia,03-06-2021,30001530,17136365,12865165
Russia,04-06-2021,30501660,17426711,13074949
Russia,05-06-2021,0,0,0
Russia,06-06-2021,0,0,0
Russia,07-06-2021,0,0,0
Russia,08-06-2021,31295788,17782159,13513629
Russia,09-06-2021,31605719,17954601,13651118
Russia,10-06-2021,0,0,0
Russia,11-06-2021,0,0,0
Russia,12-06-2021,0,0,0
Russia,13-06-2021,32831196,18514644,14316552
Russia,14-06-2021,32865706,18533629,14332077
Russia,15-06-2021,32907158,18550270,14356888
Russia,16-06-2021,0,0,0
Russia,17-06-2021,0,0,0
Russia,18-06-2021,0,0,0
Russia,19-06-2021,34768902,19558487,15210415
Russia,20-06-2021,34901304,19657314,15243990
Russia,21-06-2021,0,0,0
Russia,22-06-2021,35983165,20345332,15637833
Russia,23-06-2021,36044137,20390788,15653349
Russia,24-06-2021,0,0,0
Russia,25-06-2021,0,0,0
Russia,26-06-2021,38098213,21461833,16636380
Russia,27-06-2021,38440164,21614318,16825846
Russia,28-06-2021,0,0,0
Russia,29-06-2021,0,0,0
Russia,30-06-2021,40027944,22691596,17336348
Russia,01-07-2021,40875355,23352344,17523011
Russia,02-07-2021,41821794,24221641,17600153
Russia,03-07-2021,0,0,0
Russia,04-07-2021,0,0,0
Russia,05-07-2021,0,0,0
Russia,06-07-2021,44317901,26086927,18230974
Russia,07-07-2021,45061139,26676560,18384579
Russia,08-07-2021,45570931,27056132,18514799
Russia,09-07-2021,0,0,0
Russia,10-07-2021,0,0,0
Russia,11-07-2021,0,0,0
Russia,12-07-2021,47809152,28738206,19070946
Russia,13-07-2021,48693756,29428872,19264884
Russia,14-07-2021,49757693,30101051,19656642
Russia,15-07-2021,0,0,0
Russia,16-07-2021,0,0,0
Russia,17-07-2021,52471287,31874482,20596805
Russia,18-07-2021,52782888,32086928,20695960
Russia,19-07-2021,0,0,0
Russia,20-07-2021,0,0,0
Russia,21-07-2021,55278232,33485064,21793168
Russia,22-07-2021,55829776,33840825,21988951
Russia,23-07-2021,0,0,0
Russia,24-07-2021,0,0,0
Russia,25-07-2021,0,0,0
Russia,26-07-2021,0,0,0
Russia,27-07-2021,58627941,35277439,23350502
Russia,28-07-2021,59222211,35565564,23656647
Russia,29-07-2021,0,0,0
Russia,30-07-2021,0,0,0
Russia,31-07-2021,0,0,0
Russia,01-08-2021,62225609,36759116,25466493
Russia,02-08-2021,62369448,36816173,25553275
Russia,03-08-2021,63106022,37159913,25946109
Russia,04-08-2021,0,0,0
Russia,05-08-2021,0,0,0
Russia,06-08-2021,0,0,0
Russia,07-08-2021,65886173,38390923,27495250
Russia,08-08-2021,66245526,38591963,27653563
Russia,09-08-2021,0,0,0
Russia,10-08-2021,67340478,38955619,28384859
Russia,11-08-2021,68010094,39355337,28654757
Russia,12-08-2021,0,0,0
Russia,13-08-2021,0,0,0
Russia,14-08-2021,0,0,0
Russia,15-08-2021,73164150,40731280,32432870
Russia,16-08-2021,73509691,40915730,32593961
Russia,17-08-2021,74000654,41108366,32892288
Russia,18-08-2021,0,0,0
Russia,19-08-2021,0,0,0
Russia,20-08-2021,75677887,41822606,33855281
Russia,21-08-2021,0,0,0
Russia,22-08-2021,0,0,0
Russia,23-08-2021,0,0,0
Russia,24-08-2021,77577311,42595754,34981557
Russia,25-08-2021,78053353,42821588,35231765
Russia,26-08-2021,0,0,0
Russia,27-08-2021,79130258,43270004,35860254
Russia,28-08-2021,79493362,43438051,36055311
Russia,29-08-2021,0,0,0
Russia,30-08-2021,0,0,0
Russia,31-08-2021,0,0,0
Russia,01-09-2021,81226019,43967990,37258029
Russia,02-09-2021,81609406,44148776,37460630
Russia,03-09-2021,82319804,44302410,38017394
Russia,04-09-2021,82550749,44418648,38132101
Russia,05-09-2021,0,0,0
Russia,06-09-2021,0,0,0
Russia,07-09-2021,83633913,44857289,38776624
Russia,08-09-2021,83818838,44912606,38906232
Russia,09-09-2021,0,0,0
Russia,10-09-2021,0,0,0
Russia,11-09-2021,85117353,45527817,39589536
Russia,12-09-2021,85282445,45598793,39683652
Russia,13-09-2021,85977322,46149116,39828206
Russia,14-09-2021,0,0,0
Russia,15-09-2021,0,0,0
Russia,16-09-2021,86956254,46600781,40355473
Russia,17-09-2021,87267626,46745074,40522552
Russia,18-09-2021,0,0,0
Russia,19-09-2021,87736626,46811516,40925110
Russia,20-09-2021,0,0,0
Russia,21-09-2021,88138610,47092891,41045719
Russia,22-09-2021,88567925,47285157,41282768
Russia,23-09-2021,0,0,0
Russia,24-09-2021,89028383,47468729,41559654
Russia,25-09-2021,89204756,47547409,41657347
Russia,26-09-2021,89301130,47594992,41706138
Russia,27-09-2021,0,0,0
Russia,28-09-2021,0,0,0
Russia,29-09-2021,0,0,0
Russia,30-09-2021,0,0,0
Russia,01-10-2021,0,0,0
Russia,02-10-2021,0,0,0
Russia,03-10-2021,0,0,0
Russia,04-10-2021,0,0,0
Russia,05-10-2021,0,0,0
Russia,06-10-2021,92192697,48891249,43301448
Russia,07-10-2021,93888467,49137773,44750694
Russia,08-10-2021,94115234,49235850,44879384
Russia,09-10-2021,94289464,49353510,44935954
Russia,10-10-2021,94491689,49463056,45028633
Russia,11-10-2021,94671192,49571462,45099730
Russia,12-10-2021,0,0,0
Russia,13-10-2021,0,0,0
Russia,14-10-2021,0,0,0
Russia,15-10-2021,95885492,50182928,45702564
Russia,16-10-2021,0,0,0
Russia,17-10-2021,0,0,0
Russia,18-10-2021,0,0,0
Russia,19-10-2021,0,0,0
Russia,20-10-2021,99382776,51965705,47417071
Russia,21-10-2021,0,0,0
Russia,22-10-2021,0,0,0
